Company_Brand,HeadQuarter,Sector,Amount,Funding Year
Recordent,Hyderabad,Banking and Financial Services,400000,2021
Koparo,Delhi,E-Commerce and Retail,700000,2021
Indifi,Gurugram,Banking and Financial Services,40000000,2021
Settl,Bengaluru,Other,500000,2021
Park+,Delhi,Information Technology (IT),25000000,2021
Simple Energy,Bengaluru,Manufacturing,21000000,2021
Dream Sports,Mumbai,Healthcare and Fitness,840000000,2021
Spinny,Gurugram,Manufacturing,248000000,2021
Rentomojo,Bengaluru,Other,10000000,2021
Slice,Bengaluru,Banking and Financial Services,220000000,2021
21K School,Bengaluru,Education,5000000,2021
Adda247,Gurugram,Education,20000000,2021
Loop Health,Pune,Healthcare and Fitness,12000000,2021
Rupifi,Bengaluru,Banking and Financial Services,1000000,2021
RENEE Cosmetics,Ahmedabad,Fashion and Beauty,1500000,2021
Svish,Gurugram,E-Commerce and Retail,400000,2021
Progcap,Delhi,Banking and Financial Services,30000000,2021
Smartstaff,Bengaluru,Career and Personal Development,4300000,2021
D’Moksha Homes,Mumbai,Manufacturing,570000,2021
ANS Commerce,Gurugram,E-Commerce and Retail,2200000,2021
Mobileware Technologies,Mumbai,Information Technology (IT),4700000,2021
GramCover,Noida,Banking and Financial Services,7000000,2021
BYJU'S,Bengaluru,Education,300000000,2021
Hyperface,Bengaluru,Information Technology (IT),1300000,2021
Licious,Bengaluru,Agriculture and Food Production,52000000,2021
Chalo,Mumbai,Other,40000000,2021
Kaar Technologies,Chennai,Information Technology (IT),4000000,2021
Kissan Pro,Jharkhand,Agriculture and Food Production,0,2021
Sunstone Eduversity,Gurugram,Education,28000000,2021
Ozonetel,Hyderabad,Information Technology (IT),5000000,2021
CoinSwitch Kuber,Bengaluru,Blockchain,260000000,2021
Pazcare,Bengaluru,Banking and Financial Services,3500000,2021
kWh Bikes,Bengaluru,Manufacturing,2000000,2021
IBSFINtech,Bengaluru,Information Technology (IT),1000000,2021
LeadSquared,Bengaluru,Information Technology (IT),0,2021
Phool.co,Kanpur,Other,0,2021
Twin Health,Chennai,Healthcare and Fitness,140000000,2021
Trica,Mumbai,Banking and Financial Services,3000000,2021
mHealth,Delhi,Healthcare and Fitness,0,2021
Rebel Foods,Mumbai,Information Technology (IT),175000000,2021
ProfitWheel,Mumbai,E-Commerce and Retail,3000000,2021
Log 9 Materials,Bengaluru,Information Technology (IT),2000000,2021
Chingari,Bengaluru,Media and Entertainment,19000000,2021
Ishitva,Ahmedabad,Information Technology (IT),1000000,2021
Ola Electric,Bengaluru,Manufacturing,200000000,2021
leap.club,Gurugram,Social Development,810000,2021
F5,Delhi,E-Commerce and Retail,600000,2021
ForeignAdmits,Bengaluru,Education,400000,2021
SALT,Bengaluru,Banking and Financial Services,500000,2021
EarnWealth,Pune,Banking and Financial Services,500000,2021
Visit Health,Delhi,Healthcare and Fitness,7500000,2021
Crater.Club,Bengaluru,Media and Entertainment,700000,2021
NFTically,Gurugram,Other,1000000,2021
ReshaMandi,Bengaluru,E-Commerce and Retail,30000000,2021
Zetwerk,Bengaluru,Career and Personal Development,600000000,2021
Hubilo,Ahmedabad,Information Technology (IT),125000000,2021
M2P Fintech,Chennai,Banking and Financial Services,35000000,2021
Open Financial Technologies,Bengaluru,Banking and Financial Services,90000000,2021
Niro,Bengaluru,Banking and Financial Services,3500000,2021
Wiingy,Bengaluru,Education,400000,2021
CarDekho,Jaipur,Manufacturing,250000000,2021
Melorra,Bengaluru,E-Commerce and Retail,24000000,2021
AnKa SumMor,Bengaluru,Other,1000000,2021
Toch.ai,Mumbai,Information Technology (IT),11000000,2021
Playto Labs,Bengaluru,Education,500000,2021
Fraazo,Mumbai,Agriculture and Food Production,50000000,2021
Arcana,Bengaluru,Information Technology (IT),2300000,2021
FloCareer,Bengaluru,Information Technology (IT),5700000,2021
Nap Chief,Mumbai,Fashion and Beauty,200000,2021
AcknoLedger,Mumbai,Blockchain,1500000,2021
ApplicateAI,Gurugram,Information Technology (IT),30000000,2021
VLCC Health Care,Gurugram,Healthcare and Fitness,4000000,2021
Duroflex,Bengaluru,Manufacturing,60000000,2021
Aviom India,Bhilwara,Banking and Financial Services,8000000,2021
Onato,Bengaluru,Information Technology (IT),2200000,2021
Mestastop Solutions,Bengaluru,Information Technology (IT),100000,2021
SaaS Labs,Noida,Information Technology (IT),17000000,2021
Devnagri,Noida,Career and Personal Development,600000,2021
CRED,Bengaluru,Banking and Financial Services,250000000,2021
ConveGenius,Noida,Education,5000000,2021
Totality,Gurugram,Media and Entertainment,1000000,2021
CredAble,Mumbai,Banking and Financial Services,30000000,2021
MarketWolf,Mumbai,Banking and Financial Services,5500000,2021
Wondrlab,Mumbai,E-Commerce and Retail,7000000,2021
SUN Mobility,Bengaluru,Manufacturing,50000000,2021
Tamasha,Mumbai,Media and Entertainment,3000000,2021
Revfin,Delhi,Banking and Financial Services,4000000,2021
Yu Foodlabs,Gurugram,Agriculture and Food Production,1000000,2021
MergerDomo,Delhi,Banking and Financial Services,500000,2021
FarMart,Gurugram,Agriculture and Food Production,10000000,2021
Questt,Gurugram,Education,6750000,2021
IDfy,Mumbai,Information Technology (IT),10000000,2021
ClearDekho,Ghaziabad,E-Commerce and Retail,4000000,2021
BookingJini,Gurugram,Events and Hospitality,1200000,2021
Sourcewiz,Gurugram,Information Technology (IT),3000000,2021
Tvasta,Chennai,Career and Personal Development,400000,2021
Kafqa Academy,Bengaluru,Education,1300000,2021
Trell,Bengaluru,E-Commerce and Retail,100000000,2021
Storia,Mumbai,Agriculture and Food Production,6000000,2021
Clear,Bengaluru,Information Technology (IT),75000000,2021
Groww,Bengaluru,Banking and Financial Services,250000000,2021
The Indus Valley,Chennai,E-Commerce and Retail,1100000,2021
BharatPe,Delhi,Banking and Financial Services,10000000,2021
Teachmint,Bengaluru,Education,78000000,2021
Porter,Bengaluru,Transportation and Tourism,100000000,2021
O4S,Gurugram,Information Technology (IT),6000000,2021
Wobb,Gurugram,E-Commerce and Retail,200000,2021
BASIC Home Loan,Gurugram,Banking and Financial Services,3500000,2021
Siply,Bengaluru,Banking and Financial Services,3200000,2021
BankSathi,Delhi,Banking and Financial Services,500000,2021
Gramophone,Indore,Other,10000000,2021
Healofy,Bengaluru,Information Technology (IT),6000000,2021
E42,Pune,Information Technology (IT),5400000,2021
Spottabl,Bengaluru,Career and Personal Development,400000,2021
DeHaat,Gurugram,Information Technology (IT),115000000,2021
Shumee,Bengaluru,E-Commerce and Retail,0,2021
Zolve,Bengaluru,Banking and Financial Services,40000000,2021
Instoried,Bengaluru,Information Technology (IT),8000000,2021
SportZchain,Mumbai,Healthcare and Fitness,400000,2021
Hypto,Chennai,Information Technology (IT),3000000,2021
CHUPPS,Mumbai,Fashion and Beauty,1100000,2021
Zenduty,Bengaluru,Information Technology (IT),1900000,2021
R for Rabbit,Ahmedabad,E-Commerce and Retail,5000000,2021
Acko,Bengaluru,Banking and Financial Services,255000000,2021
LoveLocal,Mumbai,E-Commerce and Retail,18000000,2021
SupplyNote,Noida,Agriculture and Food Production,1200000,2021
Vakilsearch,Chennai,Career and Personal Development,10000000,2021
Cloudphysician,Bengaluru,Healthcare and Fitness,4000000,2021
Wiggles.in,Pune,Agriculture and Food Production,5500000,2021
Avanti Finance,Bengaluru,Banking and Financial Services,15000000,2021
Vanity Wagon,Delhi,E-Commerce and Retail,700000,2021
Purplle,Mumbai,E-Commerce and Retail,70000000,2021
Wallmantra,Noida,Cultural Heritage,0,2021
MFine,Bengaluru,Healthcare and Fitness,48000000,2021
Aquatein,Mumbai,Agriculture and Food Production,0,2021
Mentza,Mumbai,Education,400000,2021
ConnectedH,Gurugram,Healthcare and Fitness,2300000,2021
CredAvenue,Chennai,Banking and Financial Services,90000000,2021
Vedantu,Bengaluru,Education,100000000,2021
Exotel,Bengaluru,Information Technology (IT),35000000,2021
Fantasy Akhada,Gurugram,Healthcare and Fitness,2000000,2021
Meesho,Bengaluru,E-Commerce and Retail,570000000,2021
PumPumPum,Gurugram,Manufacturing,0,2021
Cusmat,Hyderabad,Information Technology (IT),100000,2021
Homeville,Mumbai,Information Technology (IT),7000000,2021
Coinshift,Chandigarh,Blockchain,2500000,2021
Strip Finance,Hyderabad,Banking and Financial Services,400000,2021
Kolo,Bengaluru,Other,550000,2021
Chqbook,Gurugram,Banking and Financial Services,5000000,2021
My3DSelfie,Guwahati,Cultural Heritage,0,2021
EV Plugs,Gurugram,Information Technology (IT),150000,2021
Rulezero,Bengaluru,Banking and Financial Services,2500000,2021
CredRight,Hyderabad,Banking and Financial Services,2700000,2021
Karbon Card,Bengaluru,Banking and Financial Services,12000000,2021
Auntie Fung,Bengaluru,Agriculture and Food Production,400000,2021
ePayLater,Mumbai,Banking and Financial Services,10000000,2021
Fittr,Pune,Healthcare and Fitness,11000000,2021
Medikabazaar,Mumbai,Healthcare and Fitness,75000000,2021
Nimble Growth Organics,Bengaluru,Agriculture and Food Production,0,2021
Delhivery,Gurugram,Transportation and Tourism,125000000,2021
Akudo,Bengaluru,Banking and Financial Services,4200000,2021
Sanctum Wealth,Mumbai,Banking and Financial Services,10000000,2021
88academics,Delhi,Other,3000000,2021
Upgame,Gurugram,Healthcare and Fitness,0,2021
Sanfe,Delhi,Healthcare and Fitness,1000000,2021
PredictiVu,Gurugram,Career and Personal Development,1500000,2021
Sterling Accuris Wellness,Ahmedabad,Healthcare and Fitness,30000000,2021
Bijnis,Delhi,Other,30000000,2021
Capital Float,Bengaluru,Banking and Financial Services,50000000,2021
Manch Technologies,Bengaluru,Information Technology (IT),1000000,2021
Sochcast,Unknown,Media and Entertainment,0,2021
Glamyo Health,Delhi,Healthcare and Fitness,3000000,2021
CashBook,Gurugram,Banking and Financial Services,2300000,2021
The Money Club,Noida,Banking and Financial Services,1700000,2021
SuperZop,Mumbai,E-Commerce and Retail,4000000,2021
Zypp Electric,Gurugram,Transportation and Tourism,7000000,2021
Alpha Coach,Mumbai,Career and Personal Development,1200000,2021
VRO Hospitality,Bengaluru,Events and Hospitality,3000000,2021
byteXL,Hyderabad,Education,200000,2021
Leena AI,Gurugram,Information Technology (IT),30000000,2021
CARS24,Gurugram,Manufacturing,450000000,2021
Klub,Bengaluru,Banking and Financial Services,2000000,2021
Bluepad,Bengaluru,Media and Entertainment,200000,2021
FloBiz,Bengaluru,Information Technology (IT),31000000,2021
Tummoc,Bengaluru,Other,540000,2021
Design Cafe,Bengaluru,Career and Personal Development,25000000,2021
PayCardo,Pune,Banking and Financial Services,0,2021
Aerchain,Bengaluru,Information Technology (IT),3000000,2021
Expertrons,Mumbai,Education,0,2021
CuriousJr,Gurugram,Education,1000000,2021
Wow! Momo,Kolkata,Agriculture and Food Production,15000000,2021
Supertails,Bengaluru,E-Commerce and Retail,700000,2021
LifeCell,Chennai,Information Technology (IT),30000000,2021
ZestMoney,Bengaluru,Banking and Financial Services,50000000,2021
FrontRow,Bengaluru,Education,14000000,2021
HappyCredit,Bengaluru,Banking and Financial Services,600000,2021
Endimension,Mumbai,Healthcare and Fitness,300000,2021
Frenzi,Mumbai,Media and Entertainment,0,2021
Leverage Edu,Delhi,Education,0,2021
BeepKart,Bengaluru,Manufacturing,3000000,2021
Lio,Pune,Information Technology (IT),5000000,2021
TravClan,Delhi,E-Commerce and Retail,2200000,2021
WickedGud,Mumbai,Agriculture and Food Production,340000,2021
Enercomp,Ahmedabad,Information Technology (IT),200000,2021
BetterPlace,Bengaluru,Information Technology (IT),24000000,2021
Medpho,Noida,Healthcare and Fitness,1000000,2021
LivQuik Technology,Mumbai,Banking and Financial Services,4000000,2021
EventBeep,Pune,Education,0,2021
GTM Buddy,Hyderabad,Information Technology (IT),2000000,2021
Gobbly,Gurugram,E-Commerce and Retail,900000,2021
HexaHealth,Mumbai,Healthcare and Fitness,4500000,2021
Eupheus Learning,Delhi,Education,10000000,2021
Easiloan,Mumbai,Banking and Financial Services,1000000,2021
Anar,Mumbai,Information Technology (IT),6200000,2021
Shadez,Mumbai,E-Commerce and Retail,200000,2021
Vahan,Bengaluru,Information Technology (IT),8000000,2021
MPL,Bengaluru,Healthcare and Fitness,0,2021
Tinkerly,Jaipur,Education,800000,2021
Godamwale,Mumbai,Transportation and Tourism,1000000,2021
Artium Academy,Mumbai,Other,750000,2021
Awon GameZ,Noida,Media and Entertainment,2000000,2021
Ayu Health,Bengaluru,Healthcare and Fitness,6300000,2021
Apna,Bengaluru,Career and Personal Development,100000000,2021
BharatAgri,Bengaluru,Other,6500000,2021
Flatheads,Bengaluru,Fashion and Beauty,1000000,2021
Boutique Spirit Brands,Delhi,Manufacturing,10000000,2021
eShipz,Bengaluru,Other,700000,2021
Pine Labs,Noida,Information Technology (IT),100000000,2021
Paytail,Delhi,Banking and Financial Services,1500000,2021
4Fin,Pune,Banking and Financial Services,1100000,2021
Atomberg Technologies,Mumbai,Information Technology (IT),0,2021
Genext Students,Mumbai,Education,0,2021
immunitoAI,Bengaluru,Information Technology (IT),1000000,2021
GameEon Studios,Mumbai,Media and Entertainment,320000,2021
Farmers Fresh Zone,Kochi,Other,800000,2021
Anveshan,Bengaluru,Agriculture and Food Production,500000,2021
OckyPocky,Gurugram,Education,0,2021
Coutloot,Mumbai,E-Commerce and Retail,8000000,2021
Nova Benefits,Bengaluru,Healthcare and Fitness,10000000,2021
HomeLane,Bengaluru,Career and Personal Development,50000000,2021
Lido Learning,Mumbai,Education,10000000,2021
Jar,Bengaluru,Banking and Financial Services,4500000,2021
Peppermint,Pune,Manufacturing,600000,2021
moneyHOP,London,Banking and Financial Services,1200000,2021
Codingal,Bengaluru,Education,1200000,2021
Skit,Bengaluru,Other,23000000,2021
Peak,Manchester,Information Technology (IT),75000000,2021
REVOS,Bengaluru,Manufacturing,4000000,2021
Dezerv.,Mumbai,Banking and Financial Services,7000000,2021
AppsForBharat,Bengaluru,Information Technology (IT),10000000,2021
Habbit,Bengaluru,Education,320000,2021
Bikayi,Hyderabad,E-Commerce and Retail,10000000,2021
Sugar.fit,Bengaluru,Healthcare and Fitness,10000000,2021
Dukaan,Bengaluru,E-Commerce and Retail,11000000,2021
Vidyakul,Gurugram,Education,500000,2021
Goodmylk,Bengaluru,Agriculture and Food Production,1000000,2021
Fieldproxy,Chennai,Other,200000,2021
NeuroPixel.AI,Bengaluru,Information Technology (IT),800000,2021
Elixia Tech Solutions,Mumbai,Information Technology (IT),1000000,2021
bitsCrunch,Chennai,Blockchain,700000,2021
Prolgae,The Nilgiris,Information Technology (IT),200000,2021
Biddano,Pune,Healthcare and Fitness,2000000,2021
Geniemode,Gurugram,E-Commerce and Retail,2000000,2021
Sapio Analytics,Mumbai,Information Technology (IT),0,2021
Neokred,Bengaluru,Banking and Financial Services,500000,2021
Delhivery,Gurugram,Transportation and Tourism,76000000,2021
Flipspaces,Mumbai,Career and Personal Development,2000000,2021
Fleek,Bengaluru,Information Technology (IT),1000000,2021
GoKwik,Delhi,Information Technology (IT),5000000,2021
Proeon,Pune,Agriculture and Food Production,2000000,2021
InfyU Labs,Gandhinagar,Other,200000,2021
TechEagle,Gurugram,Transportation and Tourism,500000,2021
Voxelgrids,Bengaluru,Information Technology (IT),5000000,2021
Cogos Technologies,Bengaluru,Transportation and Tourism,2000000,2021
Gigforce,Gurugram,Career and Personal Development,3000000,2021
Vahdam,Delhi,Agriculture and Food Production,20000000,2021
Leap Finance,Bengaluru,Banking and Financial Services,55000000,2021
CollegeDekho,Gurugram,Education,26000000,2021
WeRize,Bengaluru,Banking and Financial Services,8000000,2021
